Year,Sport,Discipline,Country,Gender,Medal
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
1996,Volleyball,Volleyball,BRA,Women,Bronze
2000,Aquatics,Swimming,BRA,Men,Bronze
2000,Aquatics,Swimming,BRA,Men,Bronze
2000,Aquatics,Swimming,BRA,Men,Bronze
2000,Aquatics,Swimming,BRA,Men,Bronze
2000,Athletics,Athletics,BRA,Men,Silver
2000,Athletics,Athletics,BRA,Men,Silver
2000,Athletics,Athletics,BRA,Men,Silver
2000,Athletics,Athletics,BRA,Men,Silver
2000,Athletics,Athletics,BRA,Men,Silver
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Basketball,Basketball,BRA,Women,Bronze
2000,Equestrian,Jumping,BRA,Men,Bronze
2000,Equestrian,Jumping,BRA,Men,Bronze
2000,Equestrian,Jumping,BRA,Men,Bronze
2000,Equestrian,Jumping,BRA,Men,Bronze
2000,Judo,Judo,BRA,Men,Silver
2000,Judo,Judo,BRA,Men,Silver
2000,Sailing,Sailing,BRA,Men,Silver
2000,Sailing,Sailing,BRA,Men,Bronze
2000,Sailing,Sailing,BRA,Men,Bronze
2000,Volleyball,Beach volley.,BRA,Men,Silver
2000,Volleyball,Beach volley.,BRA,Men,Silver
2000,Volleyball,Beach volley.,BRA,Women,Bronze
2000,Volleyball,Beach volley.,BRA,Women,Bronze
2000,Volleyball,Beach volley.,BRA,Women,Silver
2000,Volleyball,Beach volley.,BRA,Women,Silver
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2000,Volleyball,Volleyball,BRA,Women,Bronze
2004,Athletics,Athletics,BRA,Men,Bronze
2004,Equestrian,Jumping,BRA,Men,Gold
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Football,Football,BRA,Women,Silver
2004,Judo,Judo,BRA,Men,Bronze
2004,Judo,Judo,BRA,Men,Bronze
2004,Sailing,Sailing,BRA,Men,Gold
2004,Sailing,Sailing,BRA,Men,Gold
2004,Sailing,Sailing,BRA,Men,Gold
2004,Volleyball,Beach volley.,BRA,Men,Gold
2004,Volleyball,Beach volley.,BRA,Men,Gold
2004,Volleyball,Beach volley.,BRA,Women,Silver
2004,Volleyball,Beach volley.,BRA,Women,Silver
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2004,Volleyball,Volleyball,BRA,Men,Gold
2008,Aquatics,Swimming,BRA,Men,Bronze
2008,Aquatics,Swimming,BRA,Men,Gold
2008,Athletics,Athletics,BRA,Women,Gold
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Men,Bronze
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Football,Football,BRA,Women,Silver
2008,Judo,Judo,BRA,Women,Bronze
2008,Judo,Judo,BRA,Men,Bronze
2008,Judo,Judo,BRA,Men,Bronze
2008,Sailing,Sailing,BRA,Women,Bronze
2008,Sailing,Sailing,BRA,Women,Bronze
2008,Sailing,Sailing,BRA,Men,Silver
2008,Sailing,Sailing,BRA,Men,Silver
2008,Taekwondo,Taekwondo,BRA,Women,Bronze
2008,Volleyball,Beach volley.,BRA,Men,Bronze
2008,Volleyball,Beach volley.,BRA,Men,Bronze
2008,Volleyball,Beach volley.,BRA,Men,Silver
2008,Volleyball,Beach volley.,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Men,Silver
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2008,Volleyball,Volleyball,BRA,Women,Gold
2012,Aquatics,Swimming,BRA,Men,Silver
2012,Aquatics,Swimming,BRA,Men,Bronze
2012,Boxing,Boxing,BRA,Women,Bronze
2012,Boxing,Boxing,BRA,Men,Silver
2012,Boxing,Boxing,BRA,Men,Bronze
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Football,Football,BRA,Men,Silver
2012,Gymnastics,Gymnastics Artistic,BRA,Men,Gold
2012,Judo,Judo,BRA,Women,Gold
2012,Judo,Judo,BRA,Men,Bronze
2012,Judo,Judo,BRA,Men,Bronze
2012,Judo,Judo,BRA,Women,Bronze
2012,Modern Pentathlon,Modern Pentathlon,BRA,Women,Bronze
2012,Sailing,Sailing,BRA,Men,Bronze
2012,Sailing,Sailing,BRA,Men,Bronze
2012,Volleyball,Beach Volleyball,BRA,Men,Silver
2012,Volleyball,Beach Volleyball,BRA,Men,Silver
2012,Volleyball,Beach Volleyball,BRA,Women,Bronze
2012,Volleyball,Beach Volleyball,BRA,Women,Bronze
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Men,Silver
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Volleyball,Volleyball,BRA,Women,Gold
2012,Athletics,Athletics,BRN,Women,Bronze
1952,Boxing,Boxing,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Football,Football,BUL,Men,Bronze
1956,Wrestling,Wrestling Free.,BUL,Men,Silver
1956,Wrestling,Wrestling Free.,BUL,Men,Gold
1956,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1956,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1960,Gymnastics,Artistic G.,BUL,Men,Bronze
1960,Wrestling,Wrestling Free.,BUL,Men,Silver
1960,Wrestling,Wrestling Free.,BUL,Men,Silver
1960,Wrestling,Wrestling Free.,BUL,Men,Bronze
1960,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1960,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1960,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1964,Boxing,Boxing,BUL,Men,Bronze
1964,Shooting,Shooting,BUL,Men,Silver
1964,Wrestling,Wrestling Free.,BUL,Men,Silver
1964,Wrestling,Wrestling Free.,BUL,Men,Silver
1964,Wrestling,Wrestling Free.,BUL,Men,Gold
1964,Wrestling,Wrestling Free.,BUL,Men,Gold
1964,Wrestling,Wrestling Free.,BUL,Men,Bronze
1964,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1964,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1964,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1968,Boxing,Boxing,BUL,Men,Bronze
1968,Boxing,Boxing,BUL,Men,Bronze
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Football,Football,BUL,Men,Silver
1968,Wrestling,Wrestling Free.,BUL,Men,Silver
1968,Wrestling,Wrestling Free.,BUL,Men,Silver
1968,Wrestling,Wrestling Free.,BUL,Men,Silver
1968,Wrestling,Wrestling Free.,BUL,Men,Bronze
1968,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1968,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1972,Athletics,Athletics,BUL,Women,Bronze
1972,Athletics,Athletics,BUL,Women,Silver
1972,Athletics,Athletics,BUL,Women,Silver
1972,Athletics,Athletics,BUL,Women,Bronze
1972,Boxing,Boxing,BUL,Men,Gold
1972,Boxing,Boxing,BUL,Men,Silver
1972,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1972,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1972,Weightlifting,Weightlifting,BUL,Men,Gold
1972,Weightlifting,Weightlifting,BUL,Men,Silver
1972,Weightlifting,Weightlifting,BUL,Men,Gold
1972,Weightlifting,Weightlifting,BUL,Men,Gold
1972,Weightlifting,Weightlifting,BUL,Men,Silver
1972,Weightlifting,Weightlifting,BUL,Men,Silver
1972,Wrestling,Wrestling Free.,BUL,Men,Silver
1972,Wrestling,Wrestling Free.,BUL,Men,Silver
1972,Wrestling,Wrestling Free.,BUL,Men,Bronze
1972,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1972,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1972,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1972,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1972,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1976,Athletics,Athletics,BUL,Women,Silver
1976,Athletics,Athletics,BUL,Women,Silver
1976,Athletics,Athletics,BUL,Women,Bronze
1976,Athletics,Athletics,BUL,Women,Gold
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Basketball,Basketball,BUL,Women,Bronze
1976,Boxing,Boxing,BUL,Men,Bronze
1976,Rowing,Rowing,BUL,Women,Gold
1976,Rowing,Rowing,BUL,Women,Gold
1976,Rowing,Rowing,BUL,Women,Silver
1976,Rowing,Rowing,BUL,Women,Silver
1976,Rowing,Rowing,BUL,Women,Silver
1976,Rowing,Rowing,BUL,Women,Silver
1976,Rowing,Rowing,BUL,Women,Silver
1976,Rowing,Rowing,BUL,Women,Gold
1976,Rowing,Rowing,BUL,Women,Gold
1976,Weightlifting,Weightlifting,BUL,Men,Gold
1976,Weightlifting,Weightlifting,BUL,Men,Silver
1976,Weightlifting,Weightlifting,BUL,Men,Gold
1976,Weightlifting,Weightlifting,BUL,Men,Silver
1976,Weightlifting,Weightlifting,BUL,Men,Bronze
1976,Weightlifting,Weightlifting,BUL,Men,Silver
1976,Wrestling,Wrestling Free.,BUL,Men,Gold
1976,Wrestling,Wrestling Free.,BUL,Men,Bronze
1976,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1976,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1976,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1976,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1976,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1980,Athletics,Athletics,BUL,Men,Bronze
1980,Athletics,Athletics,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Basketball,Basketball,BUL,Women,Silver
1980,Boxing,Boxing,BUL,Men,Bronze
1980,Boxing,Boxing,BUL,Men,Gold
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Gold
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Silver
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Silver
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1980,Equestrian,Dressage,BUL,Men,Silver
1980,Equestrian,Dressage,BUL,Men,Silver
1980,Equestrian,Dressage,BUL,Men,Silver
1980,Equestrian,Dressage,BUL,Men,Silver
1980,Equestrian,Dressage,BUL,Men,Silver
1980,Gymnastics,Artistic G.,BUL,Men,Gold
1980,Gymnastics,Artistic G.,BUL,Men,Bronze
1980,Judo,Judo,BUL,Men,Silver
1980,Judo,Judo,BUL,Men,Bronze
1980,Rowing,Rowing,BUL,Women,Silver
1980,Rowing,Rowing,BUL,Women,Silver
1980,Rowing,Rowing,BUL,Women,Silver
1980,Rowing,Rowing,BUL,Women,Silver
1980,Rowing,Rowing,BUL,Women,Silver
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Women,Bronze
1980,Rowing,Rowing,BUL,Men,Bronze
1980,Rowing,Rowing,BUL,Men,Bronze
1980,Rowing,Rowing,BUL,Men,Bronze
1980,Rowing,Rowing,BUL,Men,Bronze
1980,Shooting,Shooting,BUL,Men,Bronze
1980,Shooting,Shooting,BUL,Men,Bronze
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Men,Silver
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Volleyball,Volleyball,BUL,Women,Bronze
1980,Weightlifting,Weightlifting,BUL,Men,Silver
1980,Weightlifting,Weightlifting,BUL,Men,Silver
1980,Weightlifting,Weightlifting,BUL,Men,Bronze
1980,Weightlifting,Weightlifting,BUL,Men,Gold
1980,Weightlifting,Weightlifting,BUL,Men,Bronze
1980,Weightlifting,Weightlifting,BUL,Men,Gold
1980,Weightlifting,Weightlifting,BUL,Men,Silver
1980,Weightlifting,Weightlifting,BUL,Men,Silver
1980,Wrestling,Wrestling Free.,BUL,Men,Bronze
1980,Wrestling,Wrestling Free.,BUL,Men,Silver
1980,Wrestling,Wrestling Free.,BUL,Men,Silver
1980,Wrestling,Wrestling Free.,BUL,Men,Gold
1980,Wrestling,Wrestling Free.,BUL,Men,Gold
1980,Wrestling,Wrestling Free.,BUL,Men,Silver
1980,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1980,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1980,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1980,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1988,Aquatics,Swimming,BUL,Women,Gold
1988,Aquatics,Swimming,BUL,Women,Silver
1988,Aquatics,Swimming,BUL,Women,Bronze
1988,Athletics,Athletics,BUL,Women,Gold
1988,Athletics,Athletics,BUL,Women,Bronze
1988,Athletics,Athletics,BUL,Women,Silver
1988,Athletics,Athletics,BUL,Men,Gold
1988,Boxing,Boxing,BUL,Men,Gold
1988,Boxing,Boxing,BUL,Men,Silver
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Gold
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Silver
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Silver
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Bronze
1988,Canoe / Kayak,Canoe / Kayak F,BUL,Women,Bronze
1988,Gymnastics,Artistic G.,BUL,Women,Bronze
1988,Gymnastics,Artistic G.,BUL,Men,Gold
1988,Gymnastics,Rhythmic G.,BUL,Women,Silver
1988,Rowing,Rowing,BUL,Women,Bronze
1988,Rowing,Rowing,BUL,Women,Bronze
1988,Rowing,Rowing,BUL,Women,Silver
1988,Rowing,Rowing,BUL,Women,Silver
1988,Rowing,Rowing,BUL,Women,Bronze
1988,Shooting,Shooting,BUL,Men,Gold
1988,Shooting,Shooting,BUL,Women,Silver
1988,Tennis,Tennis,BUL,Women,Bronze
1988,Weightlifting,Weightlifting,BUL,Men,Gold
1988,Weightlifting,Weightlifting,BUL,Men,Silver
1988,Weightlifting,Weightlifting,BUL,Men,Bronze
1988,Weightlifting,Weightlifting,BUL,Men,Gold
1988,Wrestling,Wrestling Free.,BUL,Men,Silver
1988,Wrestling,Wrestling Free.,BUL,Men,Bronze
1988,Wrestling,Wrestling Free.,BUL,Men,Bronze
1988,Wrestling,Wrestling Gre-R,BUL,Men,Bronze
1988,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1988,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1988,Wrestling,Wrestling Gre-R,BUL,Men,Silver
1988,Wrestling,Wrestling Gre-R,BUL,Men,Gold
1992,Athletics,Athletics,BUL,Women,Bronze
1992,Athletics,Athletics,BUL,Women,Silver
1992,Boxing,Boxing,BUL,Men,Silver
1992,Boxing,Boxing,BUL,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Gold
1992,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Gold
1992,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1992,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1992,Shooting,Shooting,BUL,Women,Bronze
1992,Shooting,Shooting,BUL,Women,Silver
1992,Shooting,Shooting,BUL,Women,Silver
1992,Weightlifting,Weightlifting,BUL,Men,Gold
1992,Weightlifting,Weightlifting,BUL,Men,Bronze
1992,Weightlifting,Weightlifting,BUL,Men,Silver
1992,Weightlifting,Weightlifting,BUL,Men,Silver
1992,Wrestling,Wrestling Free.,BUL,Men,Bronze
1992,Wrestling,Wrestling Free.,BUL,Men,Silver
1996,Athletics,Athletics,BUL,Women,Gold
1996,Boxing,Boxing,BUL,Men,Gold
1996,Boxing,Boxing,BUL,Men,Silver
1996,Boxing,Boxing,BUL,Men,Silver
1996,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1996,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Bronze
1996,Gymnastics,Artistic G.,BUL,Men,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Gymnastics,Rhythmic G.,BUL,Women,Silver
1996,Shooting,Shooting,BUL,Women,Bronze
1996,Shooting,Shooting,BUL,Men,Bronze
1996,Shooting,Shooting,BUL,Women,Silver
1996,Shooting,Shooting,BUL,Men,Silver
1996,Weightlifting,Weightlifting,BUL,Men,Bronze
1996,Weightlifting,Weightlifting,BUL,Men,Bronze
1996,Weightlifting,Weightlifting,BUL,Men,Silver
1996,Wrestling,Wrestling Free.,BUL,Men,Gold
2000,Athletics,Athletics,BUL,Women,Gold
2000,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Silver
2000,Canoe / Kayak,Canoe / Kayak F,BUL,Men,Silver
2000,Gymnastics,Artistic G.,BUL,Men,Bronze
